"Nodes";"DateTime"
3658;2014-07-15
3662;2014-07-15
3663;2014-07-15
3664;2014-07-15
3667;2014-07-15
3665;2014-07-15
3665;2014-07-15
3669;2014-07-15
3672;2014-07-15
3673;2014-07-15
3684;2014-07-15
3677;2014-07-15
3685;2014-07-15
3665;2014-07-16
3658;2014-07-16
3639;2014-07-16
3624;2014-07-16
3624;2014-07-16
3619;2014-07-16
3608;2014-07-16
3617;2014-07-16
3621;2014-07-16
3624;2014-07-16
3638;2014-07-16
3634;2014-07-16
3631;2014-07-16
3637;2014-07-16
3633;2014-07-16
3628;2014-07-16
3635;2014-07-16
3641;2014-07-16
3638;2014-07-16
3644;2014-07-16
3652;2014-07-16
3657;2014-07-16
3657;2014-07-16
3654;2014-07-16
3656;2014-07-17
3654;2014-07-17
3650;2014-07-17
3649;2014-07-17
3641;2014-07-17
3640;2014-07-17
3638;2014-07-17
3638;2014-07-17
3648;2014-07-17
3642;2014-07-17
3643;2014-07-17
3642;2014-07-17
3648;2014-07-17
3659;2014-07-17
3658;2014-07-17
3666;2014-07-17
3669;2014-07-17
3665;2014-07-17
3669;2014-07-17
3659;2014-07-17
3668;2014-07-17
3667;2014-07-17
3674;2014-07-17
3674;2014-07-17
3673;2014-07-18
3663;2014-07-18
3659;2014-07-18
3661;2014-07-18
3654;2014-07-18
3654;2014-07-18
3645;2014-07-18
3647;2014-07-18
3657;2014-07-18
3660;2014-07-18
3662;2014-07-18
3663;2014-07-18
3666;2014-07-18
3667;2014-07-18
3661;2014-07-18
3672;2014-07-18
3660;2014-07-18
3657;2014-07-18
3671;2014-07-18
3668;2014-07-18
3670;2014-07-18
3672;2014-07-18
3679;2014-07-18
3681;2014-07-18
3679;2014-07-19
3664;2014-07-19
3671;2014-07-19
3667;2014-07-19
3663;2014-07-19
3661;2014-07-19
3662;2014-07-19
3663;2014-07-19
3660;2014-07-19
3660;2014-07-19
3661;2014-07-19
3671;2014-07-19
3679;2014-07-19
3681;2014-07-19
3681;2014-07-19
3676;2014-07-19
3669;2014-07-19
3679;2014-07-19
3677;2014-07-19
3665;2014-07-19
3678;2014-07-19
3681;2014-07-19
3674;2014-07-19
3676;2014-07-19
3678;2014-07-20
3673;2014-07-20
3679;2014-07-20
3678;2014-07-20
3668;2014-07-20
3672;2014-07-20
3672;2014-07-20
3670;2014-07-20
3690;2014-07-20
3692;2014-07-20
3694;2014-07-20
3695;2014-07-20
3736;2014-07-20
3737;2014-07-20
3743;2014-07-20
3737;2014-07-20
3726;2014-07-20
3735;2014-07-20
3734;2014-07-20
3729;2014-07-20
3736;2014-07-20
3731;2014-07-20
3732;2014-07-20
3715;2014-07-20
3721;2014-07-21
3701;2014-07-21
3714;2014-07-21
3714;2014-07-21
3708;2014-07-21
3714;2014-07-21
3711;2014-07-21
3720;2014-07-21
3722;2014-07-21
3722;2014-07-21
3734;2014-07-21
3733;2014-07-21
3739;2014-07-21
3736;2014-07-21
3730;2014-07-21
3753;2014-07-21
3751;2014-07-21
3757;2014-07-21
3760;2014-07-21
3761;2014-07-21
3768;2014-07-21
3771;2014-07-21
3769;2014-07-21
3769;2014-07-21
3764;2014-07-22
3755;2014-07-22
3963;2014-07-22
3948;2014-07-22
3952;2014-07-22
3957;2014-07-22
3960;2014-07-22
3958;2014-07-22
3956;2014-07-22
3966;2014-07-22
3965;2014-07-22
3966;2014-07-22
3966;2014-07-22
3965;2014-07-22
3967;2014-07-22
3960;2014-07-22
3966;2014-07-22
3968;2014-07-22
3962;2014-07-22
3974;2014-07-22
3973;2014-07-22
3975;2014-07-22
3975;2014-07-22
3984;2014-07-22
3977;2014-07-23
3958;2014-07-23
3956;2014-07-23
3933;2014-07-23
3946;2014-07-23
3934;2014-07-23
3946;2014-07-23
3946;2014-07-23
3955;2014-07-23
3953;2014-07-23
3957;2014-07-23
3956;2014-07-23
3944;2014-07-23
3961;2014-07-23
3967;2014-07-23
3965;2014-07-23
3975;2014-07-23
3973;2014-07-23
3969;2014-07-23
3972;2014-07-23
3991;2014-07-23
3996;2014-07-23
3995;2014-07-23
3991;2014-07-24
3986;2014-07-24
3977;2014-07-24
3956;2014-07-24
3966;2014-07-24
3958;2014-07-24
3963;2014-07-24
3969;2014-07-24
3979;2014-07-24
3975;2014-07-24
3975;2014-07-24
3973;2014-07-24
3978;2014-07-24
3977;2014-07-24
3978;2014-07-24
3987;2014-07-24
3984;2014-07-24
3980;2014-07-24
3989;2014-07-24
3986;2014-07-24
3991;2014-07-24
3997;2014-07-24
4024;2014-07-24
4025;2014-07-24
4024;2014-07-25
4014;2014-07-25
4012;2014-07-25
4009;2014-07-25
3969;2014-07-25
3973;2014-07-25
3971;2014-07-25
4004;2014-07-25
4006;2014-07-25
4013;2014-07-25
4010;2014-07-25
4029;2014-07-25
4024;2014-07-25
4025;2014-07-25
4038;2014-07-25
4036;2014-07-25
4032;2014-07-25
4037;2014-07-25
4042;2014-07-25
4042;2014-07-25
4042;2014-07-25
3923;2014-07-25
3981;2014-07-25
3979;2014-07-25
3918;2014-07-25
3975;2014-07-25
3927;2014-07-25
3921;2014-07-26
3910;2014-07-26
3906;2014-07-26
3900;2014-07-26
3898;2014-07-26
3898;2014-07-26
3897;2014-07-26
3897;2014-07-26
3906;2014-07-26
3909;2014-07-26
3912;2014-07-26
3911;2014-07-26
3913;2014-07-26
3908;2014-07-26
4027;2014-07-26
4025;2014-07-26
4025;2014-07-26
4024;2014-07-26
4026;2014-07-26
4030;2014-07-26
4033;2014-07-26
4035;2014-07-26
4035;2014-07-26
4037;2014-07-26
4031;2014-07-27
4019;2014-07-27
4018;2014-07-27
4019;2014-07-27
4015;2014-07-27
4019;2014-07-27
4014;2014-07-27
4017;2014-07-27
4022;2014-07-27
4022;2014-07-27
4027;2014-07-27
4031;2014-07-27
4042;2014-07-27
4036;2014-07-27
4040;2014-07-27
4041;2014-07-27
4044;2014-07-27
4045;2014-07-27
4051;2014-07-27
4054;2014-07-27
4047;2014-07-27
4049;2014-07-27
4051;2014-07-27
4049;2014-07-27
4045;2014-07-28
4033;2014-07-28
4035;2014-07-28
4025;2014-07-28
4018;2014-07-28
3926;2014-07-28
4019;2014-07-28
4020;2014-07-28
4028;2014-07-28
4030;2014-07-28
4027;2014-07-28
4032;2014-07-28
4031;2014-07-28
4034;2014-07-28
4039;2014-07-28
3939;2014-07-28
3940;2014-07-28
3941;2014-07-28
3598;2014-07-28
3597;2014-07-28
3604;2014-07-28
3603;2014-07-28
3610;2014-07-28
3951;2014-07-28
3868;2014-07-29
3819;2014-07-29
3936;2014-07-29
3927;2014-07-29
3920;2014-07-29
3920;2014-07-29
3922;2014-07-29
3926;2014-07-29
3933;2014-07-29
3930;2014-07-29
3934;2014-07-29
3942;2014-07-29
3946;2014-07-29
3948;2014-07-29
3949;2014-07-29
3950;2014-07-29
3948;2014-07-29
3955;2014-07-29
3953;2014-07-29
3953;2014-07-29
3965;2014-07-29
3950;2014-07-29
3956;2014-07-29
3955;2014-07-29
3954;2014-07-30
4029;2014-07-30
3946;2014-07-30
3935;2014-07-30
3939;2014-07-30
3936;2014-07-30
3936;2014-07-30
3937;2014-07-30
3940;2014-07-30
3935;2014-07-30
3938;2014-07-30
3949;2014-07-30
3951;2014-07-30
3944;2014-07-30
3954;2014-07-30
3952;2014-07-30
3955;2014-07-30
3949;2014-07-30
3960;2014-07-30
3960;2014-07-30
3967;2014-07-30
3962;2014-07-30
3963;2014-07-30
3966;2014-07-30
4054;2014-07-31
4052;2014-07-31
4046;2014-07-31
3953;2014-07-31
4034;2014-07-31
4032;2014-07-31
4030;2014-07-31
3945;2014-07-31
4042;2014-07-31
3957;2014-07-31
4045;2014-07-31
4057;2014-07-31
3964;2014-07-31
4054;2014-07-31
4054;2014-07-31
4055;2014-07-31
4063;2014-07-31
4064;2014-07-31
4065;2014-07-31
4064;2014-07-31
4068;2014-07-31
4072;2014-07-31
4069;2014-07-31
4069;2014-07-31
4067;2014-08-01
4049;2014-08-01
4047;2014-08-01
4042;2014-08-01
4038;2014-08-01
4035;2014-08-01
4034;2014-08-01
4033;2014-08-01
4038;2014-08-01
4051;2014-08-01
4043;2014-08-01
4045;2014-08-01
4043;2014-08-01
4046;2014-08-01
4046;2014-08-01
4049;2014-08-01
4052;2014-08-01
4053;2014-08-01
4055;2014-08-01
4051;2014-08-01
4056;2014-08-01
4054;2014-08-01
4051;2014-08-01
4050;2014-08-01
4043;2014-08-02
4043;2014-08-02
4037;2014-08-02
4037;2014-08-02
4034;2014-08-02
3940;2014-08-02
3935;2014-08-02
3933;2014-08-02
3939;2014-08-02
3943;2014-08-02
3948;2014-08-02
3945;2014-08-02
3953;2014-08-02
3955;2014-08-02
3955;2014-08-02
3956;2014-08-02
3962;2014-08-02
3962;2014-08-02
3960;2014-08-02
3960;2014-08-02
3962;2014-08-02
3960;2014-08-02
3961;2014-08-02
3963;2014-08-02
3963;2014-08-02
3965;2014-08-02
3966;2014-08-02
3964;2014-08-02
3969;2014-08-02
3964;2014-08-03
3954;2014-08-03
3955;2014-08-03
3954;2014-08-03
3952;2014-08-03
3952;2014-08-03
3946;2014-08-03
3948;2014-08-03
3954;2014-08-03
3953;2014-08-03
3959;2014-08-03
3960;2014-08-03
3967;2014-08-03
3960;2014-08-03
3959;2014-08-03
3961;2014-08-03
3959;2014-08-03
3962;2014-08-03
3969;2014-08-03
3971;2014-08-03
3963;2014-08-03
3983;2014-08-03
3972;2014-08-03
3969;2014-08-03
3968;2014-08-04
3953;2014-08-04
3963;2014-08-04
3958;2014-08-04
3949;2014-08-04
3953;2014-08-04
3949;2014-08-04
3948;2014-08-04
3953;2014-08-04
3950;2014-08-04
3955;2014-08-04
3956;2014-08-04
3959;2014-08-04
3963;2014-08-04
3966;2014-08-04
3956;2014-08-04
3964;2014-08-04
3957;2014-08-04
3952;2014-08-04
3958;2014-08-04
3964;2014-08-04
3972;2014-08-04
3967;2014-08-04
3981;2014-08-04
3972;2014-08-05
3961;2014-08-05
3962;2014-08-05
3953;2014-08-05
3946;2014-08-05
3945;2014-08-05
3945;2014-08-05
3936;2014-08-05
3942;2014-08-05
3948;2014-08-05
3946;2014-08-05
3956;2014-08-05
3957;2014-08-05
3967;2014-08-05
3971;2014-08-05
3971;2014-08-05
3973;2014-08-05
3958;2014-08-05
3964;2014-08-05
3965;2014-08-05
3964;2014-08-05
3963;2014-08-05
3969;2014-08-05
3970;2014-08-05
3971;2014-08-06
3960;2014-08-06
3951;2014-08-06
3951;2014-08-06
3946;2014-08-06
3944;2014-08-06
3942;2014-08-06
3946;2014-08-06
3953;2014-08-06
3954;2014-08-06
3954;2014-08-06
3957;2014-08-06
4052;2014-08-06
4054;2014-08-06
4058;2014-08-06
4061;2014-08-06
4058;2014-08-06
4064;2014-08-06
4068;2014-08-06
4063;2014-08-06
4071;2014-08-06
4075;2014-08-06
4075;2014-08-06
4072;2014-08-06
4055;2014-08-07
4018;2014-08-07
4031;2014-08-07
4024;2014-08-07
4019;2014-08-07
4018;2014-08-07
4015;2014-08-07
4007;2014-08-07
4016;2014-08-07
4020;2014-08-07
4036;2014-08-07
4039;2014-08-07
4043;2014-08-07
4064;2014-08-07
4065;2014-08-07
4066;2014-08-07
4061;2014-08-07
4058;2014-08-07
4045;2014-08-07
4053;2014-08-07
4048;2014-08-07
4058;2014-08-07
4069;2014-08-07
4051;2014-08-07
4044;2014-08-08
4032;2014-08-08
4029;2014-08-08
4019;2014-08-08
4010;2014-08-08
4016;2014-08-08
4018;2014-08-08
4015;2014-08-08
4022;2014-08-08
4036;2014-08-08
4042;2014-08-08
4056;2014-08-08
4064;2014-08-08
4069;2014-08-08
4066;2014-08-08
4069;2014-08-08
4074;2014-08-08
4084;2014-08-08
4082;2014-08-08
4091;2014-08-08
4088;2014-08-08
4098;2014-08-08
4101;2014-08-08
4096;2014-08-08
4100;2014-08-09
4090;2014-08-09
4086;2014-08-09
4080;2014-08-09
4071;2014-08-09
4072;2014-08-09
4069;2014-08-09
4075;2014-08-09
4080;2014-08-09
4085;2014-08-09
4098;2014-08-09
4098;2014-08-09
4100;2014-08-09
4109;2014-08-09
4109;2014-08-09
4109;2014-08-09
4104;2014-08-09
4120;2014-08-09
4111;2014-08-09
4117;2014-08-09
4114;2014-08-09
4113;2014-08-09
4124;2014-08-09
3874;2014-08-09
4114;2014-08-10
4104;2014-08-10
3827;2014-08-10
4094;2014-08-10
4087;2014-08-10
3978;2014-08-10
4082;2014-08-10
4083;2014-08-10
4086;2014-08-10
4095;2014-08-10
4103;2014-08-10
4107;2014-08-10
4102;2014-08-10
4103;2014-08-10
4110;2014-08-10
4119;2014-08-10
4115;2014-08-10
4123;2014-08-10
4120;2014-08-10
4122;2014-08-10
4121;2014-08-10
4113;2014-08-10
4118;2014-08-10
4119;2014-08-10
4117;2014-08-11
4105;2014-08-11
4104;2014-08-11
4110;2014-08-11
4105;2014-08-11
4104;2014-08-11
4100;2014-08-11
4108;2014-08-11
4115;2014-08-11
4123;2014-08-11
4130;2014-08-11
4144;2014-08-11
4145;2014-08-11
4143;2014-08-11
4149;2014-08-11
4145;2014-08-11
4155;2014-08-11
4157;2014-08-11
4154;2014-08-11
4157;2014-08-11
4155;2014-08-11
4159;2014-08-11
4163;2014-08-11
4167;2014-08-11
4157;2014-08-12
4145;2014-08-12
4145;2014-08-12
4140;2014-08-12
4135;2014-08-12
4137;2014-08-12
4136;2014-08-12
4143;2014-08-12
4145;2014-08-12
4151;2014-08-12
4148;2014-08-12
4152;2014-08-12
4149;2014-08-12
4154;2014-08-12
4149;2014-08-12
4155;2014-08-12
4146;2014-08-12
4158;2014-08-12
4154;2014-08-12
4157;2014-08-12
4165;2014-08-12
4166;2014-08-12
4165;2014-08-12
4166;2014-08-12
4159;2014-08-13
4146;2014-08-13
4144;2014-08-13
4133;2014-08-13
4126;2014-08-13
4129;2014-08-13
4131;2014-08-13
4131;2014-08-13
4134;2014-08-13
4144;2014-08-13
4152;2014-08-13
4149;2014-08-13
4150;2014-08-13
4152;2014-08-13
4148;2014-08-13
4152;2014-08-13
4151;2014-08-13
4151;2014-08-13
4155;2014-08-13
4157;2014-08-13
4152;2014-08-13
4089;2014-08-13
4095;2014-08-13
4098;2014-08-13
4091;2014-08-14
4084;2014-08-14
4069;2014-08-14
4069;2014-08-14
4070;2014-08-14
4067;2014-08-14
4068;2014-08-14
4074;2014-08-14
4077;2014-08-14
4083;2014-08-14
4090;2014-08-14
4153;2014-08-14
4157;2014-08-14
4158;2014-08-14
4172;2014-08-14
4169;2014-08-14
4163;2014-08-14
4164;2014-08-14
4163;2014-08-14
4175;2014-08-14
4178;2014-08-14
4174;2014-08-14
4177;2014-08-14
4141;2014-08-14
4161;2014-08-15
4138;2014-08-15
4162;2014-08-15
4163;2014-08-15
4148;2014-08-15
4147;2014-08-15
4149;2014-08-15
4156;2014-08-15
4159;2014-08-15
4169;2014-08-15
4182;2014-08-15
4188;2014-08-15
4186;2014-08-15
4191;2014-08-15
3831;2014-08-15
3837;2014-08-15
3841;2014-08-15
3837;2014-08-15
3836;2014-08-15
3849;2014-08-15
3842;2014-08-15
3840;2014-08-15
3840;2014-08-15
3837;2014-08-15
3835;2014-08-16
3826;2014-08-16
3839;2014-08-16
3835;2014-08-16
3835;2014-08-16
3838;2014-08-16
3836;2014-08-16
3834;2014-08-16
3834;2014-08-16
3843;2014-08-16
3853;2014-08-16
3856;2014-08-16
3857;2014-08-16
3857;2014-08-16
3861;2014-08-16
3864;2014-08-16
3864;2014-08-16
3864;2014-08-16
3869;2014-08-16
3870;2014-08-16
3861;2014-08-16
3860;2014-08-16
3857;2014-08-16
3861;2014-08-16
3851;2014-08-17
3832;2014-08-17
3848;2014-08-17
3838;2014-08-17
3838;2014-08-17
3834;2014-08-17
3827;2014-08-17
3822;2014-08-17
3827;2014-08-17
3832;2014-08-17
3836;2014-08-17
3838;2014-08-17
3834;2014-08-17
3835;2014-08-17
3845;2014-08-17
3850;2014-08-17
3852;2014-08-17
3860;2014-08-17
3861;2014-08-17
3858;2014-08-17
3852;2014-08-17
3850;2014-08-17
3847;2014-08-17
3846;2014-08-17
3836;2014-08-18
3837;2014-08-18
3832;2014-08-18
3830;2014-08-18
3820;2014-08-18
3825;2014-08-18
3818;2014-08-18
3820;2014-08-18
3827;2014-08-18
3841;2014-08-18
3843;2014-08-18
3855;2014-08-18
3854;2014-08-18
3856;2014-08-18
3862;2014-08-18
3867;2014-08-18
3867;2014-08-18
3867;2014-08-18
3868;2014-08-18
3881;2014-08-18
3862;2014-08-18
3861;2014-08-18
3859;2014-08-18
3867;2014-08-18
3864;2014-08-19
3845;2014-08-19
3860;2014-08-19
3851;2014-08-19
3850;2014-08-19
3850;2014-08-19
3851;2014-08-19
3848;2014-08-19
3856;2014-08-19
3861;2014-08-19
3863;2014-08-19
3873;2014-08-19
3880;2014-08-19
3878;2014-08-19
3880;2014-08-19
3881;2014-08-19
3878;2014-08-19
3879;2014-08-19
3874;2014-08-19
3876;2014-08-19
3886;2014-08-19
3895;2014-08-19
3889;2014-08-19
4254;2014-08-19
4249;2014-08-20
4242;2014-08-20
4235;2014-08-20
4223;2014-08-20
4218;2014-08-20
4203;2014-08-20
4202;2014-08-20
4203;2014-08-20
4223;2014-08-20
4235;2014-08-20
4241;2014-08-20
4267;2014-08-20
4270;2014-08-20
4275;2014-08-20
4278;2014-08-20
4275;2014-08-20
4283;2014-08-20
4288;2014-08-20
4286;2014-08-20
4284;2014-08-20
4355;2014-08-20
4363;2014-08-20
4360;2014-08-20
4383;2014-08-20
4364;2014-08-21
4324;2014-08-21
4340;2014-08-21
4334;2014-08-21
4328;2014-08-21
4325;2014-08-21
4327;2014-08-21
4331;2014-08-21
4335;2014-08-21
4340;2014-08-21
4347;2014-08-21
4351;2014-08-21
4345;2014-08-21
4350;2014-08-21
4349;2014-08-21
4350;2014-08-21
4347;2014-08-21
4354;2014-08-21
4354;2014-08-21
4354;2014-08-21
4357;2014-08-21
4368;2014-08-21
4359;2014-08-21
4369;2014-08-21
4358;2014-08-22
4326;2014-08-22
4347;2014-08-22
4335;2014-08-22
4336;2014-08-22
4336;2014-08-22
4332;2014-08-22
4343;2014-08-22
4346;2014-08-22
4352;2014-08-22
4363;2014-08-22
4366;2014-08-22
4359;2014-08-22
4358;2014-08-22
4367;2014-08-22
4368;2014-08-22
4373;2014-08-22
4378;2014-08-22
4372;2014-08-22
4377;2014-08-22
4377;2014-08-22
4370;2014-08-22
4375;2014-08-22
4372;2014-08-22
4354;2014-08-23
4340;2014-08-23
4346;2014-08-23
4340;2014-08-23
4344;2014-08-23
4335;2014-08-23
4340;2014-08-23
4344;2014-08-23
4349;2014-08-23
4356;2014-08-23
4363;2014-08-23
4366;2014-08-23
4347;2014-08-23
4351;2014-08-23
4358;2014-08-23
4365;2014-08-23
4374;2014-08-23
4373;2014-08-23
4387;2014-08-23
4395;2014-08-23
4388;2014-08-23
4387;2014-08-23
4383;2014-08-23
4387;2014-08-23
4373;2014-08-24
4353;2014-08-24
4366;2014-08-24
4366;2014-08-24
4358;2014-08-24
4356;2014-08-24
4354;2014-08-24
4356;2014-08-24
4362;2014-08-24
4367;2014-08-24
4373;2014-08-24
4376;2014-08-24
4386;2014-08-24
4387;2014-08-24
4394;2014-08-24
4391;2014-08-24
4382;2014-08-24
4395;2014-08-24
4391;2014-08-24
4394;2014-08-24
4388;2014-08-24
4400;2014-08-24
4397;2014-08-24
4387;2014-08-24
4384;2014-08-25
4363;2014-08-25
4364;2014-08-25
4360;2014-08-25
4356;2014-08-25
4358;2014-08-25
4354;2014-08-25
4350;2014-08-25
4360;2014-08-25
4370;2014-08-25
4378;2014-08-25
4383;2014-08-25
4376;2014-08-25
4380;2014-08-25
4381;2014-08-25
4381;2014-08-25
4385;2014-08-25
4379;2014-08-25
4373;2014-08-25
4371;2014-08-25
4382;2014-08-25
4382;2014-08-25
4388;2014-08-25
4389;2014-08-25
4388;2014-08-25
4378;2014-08-26
4352;2014-08-26
4363;2014-08-26
4359;2014-08-26
4355;2014-08-26
4343;2014-08-26
4353;2014-08-26
4350;2014-08-26
4358;2014-08-26
4362;2014-08-26
4366;2014-08-26
4384;2014-08-26
4382;2014-08-26
4383;2014-08-26
4381;2014-08-26
4387;2014-08-26
4388;2014-08-26
4394;2014-08-26
4387;2014-08-26
4387;2014-08-26
4386;2014-08-26
4389;2014-08-26
4395;2014-08-26
4344;2014-08-26
4406;2014-08-27
4391;2014-08-27
4399;2014-08-27
4393;2014-08-27
4390;2014-08-27
4391;2014-08-27
4394;2014-08-27
4396;2014-08-27
4406;2014-08-27
4403;2014-08-27
4405;2014-08-27
4409;2014-08-27
4416;2014-08-27
4419;2014-08-27
4422;2014-08-27
4425;2014-08-27
4432;2014-08-27
4430;2014-08-27
4434;2014-08-27
4439;2014-08-27
4429;2014-08-27
4417;2014-08-27
4414;2014-08-27
4416;2014-08-28
4397;2014-08-28
4373;2014-08-28
4402;2014-08-28
4409;2014-08-28
4402;2014-08-28
4370;2014-08-28
4404;2014-08-28
4412;2014-08-28
4391;2014-08-28
4432;2014-08-28
4440;2014-08-28
4437;2014-08-28
4445;2014-08-28
4446;2014-08-28
4451;2014-08-28
4449;2014-08-28
4446;2014-08-28
4465;2014-08-28
4473;2014-08-28
4463;2014-08-28
4464;2014-08-28
4465;2014-08-28
4461;2014-08-28
4453;2014-08-29
4453;2014-08-29
4445;2014-08-29
4432;2014-08-29
4434;2014-08-29
4383;2014-08-29
4440;2014-08-29
4441;2014-08-29
4438;2014-08-29
4445;2014-08-29
4458;2014-08-29
4464;2014-08-29
4458;2014-08-29
4471;2014-08-29
4476;2014-08-29
4485;2014-08-29
4481;2014-08-29
4489;2014-08-29
4483;2014-08-29
4492;2014-08-29
4498;2014-08-29
4500;2014-08-29
4502;2014-08-29
4498;2014-08-29
4493;2014-08-30
4472;2014-08-30
4476;2014-08-30
4466;2014-08-30
4464;2014-08-30
4458;2014-08-30
4465;2014-08-30
4456;2014-08-30
4463;2014-08-30
4466;2014-08-30
4482;2014-08-30
4499;2014-08-30
4509;2014-08-30
4517;2014-08-30
4507;2014-08-30
4509;2014-08-30
4514;2014-08-30
4517;2014-08-30
4515;2014-08-30
4523;2014-08-30
4569;2014-08-30
4560;2014-08-30
4559;2014-08-30
4558;2014-08-30
4553;2014-08-31
4525;2014-08-31
4550;2014-08-31
4541;2014-08-31
4534;2014-08-31
4531;2014-08-31
4539;2014-08-31
4537;2014-08-31
4545;2014-08-31
4550;2014-08-31
4547;2014-08-31
4556;2014-08-31
4565;2014-08-31
4572;2014-08-31
4578;2014-08-31
4574;2014-08-31
4486;2014-08-31
4555;2014-08-31
4564;2014-08-31
4567;2014-08-31
4567;2014-08-31
4557;2014-08-31
4564;2014-08-31
4557;2014-08-31
4550;2014-09-01
4535;2014-09-01
4528;2014-09-01
4521;2014-09-01
4523;2014-09-01
4519;2014-09-01
4517;2014-09-01
4516;2014-09-01
4526;2014-09-01
4537;2014-09-01
4546;2014-09-01
4551;2014-09-01
4551;2014-09-01
4594;2014-09-01
4590;2014-09-01
4590;2014-09-01
4594;2014-09-01
4606;2014-09-01
4604;2014-09-01
4605;2014-09-01
4586;2014-09-01
4606;2014-09-01
4600;2014-09-01
4612;2014-09-01
4608;2014-09-01
4593;2014-09-02
4580;2014-09-02
4582;2014-09-02
4576;2014-09-02
4574;2014-09-02
4569;2014-09-02
4581;2014-09-02
4581;2014-09-02
4588;2014-09-02
4595;2014-09-02
4611;2014-09-02
4604;2014-09-02
4610;2014-09-02
4617;2014-09-02
4608;2014-09-02
4615;2014-09-02
4618;2014-09-02
4612;2014-09-02
4611;2014-09-02
4634;2014-09-02
4654;2014-09-02
4629;2014-09-02
4625;2014-09-02
4615;2014-09-02
4597;2014-09-03
4595;2014-09-03
4591;2014-09-03
4588;2014-09-03
4583;2014-09-03
4600;2014-09-03
4588;2014-09-03
4575;2014-09-03
4580;2014-09-03
4587;2014-09-03
4601;2014-09-03
4602;2014-09-03
4617;2014-09-03
4621;2014-09-03
4624;2014-09-03
4626;2014-09-03
4621;2014-09-03
4617;2014-09-03
4613;2014-09-03
4618;2014-09-03
4617;2014-09-03
4625;2014-09-03
4631;2014-09-03
4615;2014-09-03
4623;2014-09-04
4573;2014-09-04
4600;2014-09-04
4596;2014-09-04
4587;2014-09-04
4557;2014-09-04
4586;2014-09-04
4585;2014-09-04
4591;2014-09-04
4596;2014-09-04
4611;2014-09-04
4586;2014-09-04
4592;2014-09-04
4590;2014-09-04
4586;2014-09-04
4588;2014-09-04
4625;2014-09-04
4629;2014-09-04
4635;2014-09-04
4638;2014-09-04
4639;2014-09-04
4649;2014-09-04
4646;2014-09-04
4640;2014-09-04
4632;2014-09-05
4615;2014-09-05
4613;2014-09-05
4604;2014-09-05
4596;2014-09-05
4597;2014-09-05
4594;2014-09-05
4604;2014-09-05
4611;2014-09-05
4621;2014-09-05
4634;2014-09-05
4645;2014-09-05
4651;2014-09-05
4653;2014-09-05
4654;2014-09-05
4668;2014-09-05
4660;2014-09-05
4654;2014-09-05
4656;2014-09-05
4663;2014-09-05
4678;2014-09-05
4682;2014-09-05
4675;2014-09-05
4678;2014-09-05
4673;2014-09-06
4623;2014-09-06
4651;2014-09-06
4646;2014-09-06
4636;2014-09-06
4634;2014-09-06
4626;2014-09-06
4632;2014-09-06
4634;2014-09-06
4628;2014-09-06
4649;2014-09-06
4666;2014-09-06
4672;2014-09-06
4666;2014-09-06
4690;2014-09-06
4691;2014-09-06
4692;2014-09-06
4685;2014-09-06
4680;2014-09-06
4686;2014-09-06
4687;2014-09-06
4684;2014-09-06
4673;2014-09-06
4678;2014-09-06
4670;2014-09-07
4647;2014-09-07
4648;2014-09-07
4643;2014-09-07
4635;2014-09-07
4621;2014-09-07
4622;2014-09-07
4624;2014-09-07
4626;2014-09-07
4626;2014-09-07
4652;2014-09-07
4662;2014-09-07
4669;2014-09-07
4671;2014-09-07
4677;2014-09-07
4679;2014-09-07
4674;2014-09-07
4672;2014-09-07
4674;2014-09-07
4679;2014-09-07
4670;2014-09-07
4668;2014-09-07
4675;2014-09-07
4662;2014-09-07
4651;2014-09-08
4654;2014-09-08
4652;2014-09-08
4645;2014-09-08
4643;2014-09-08
4637;2014-09-08
4641;2014-09-08
4644;2014-09-08
4655;2014-09-08
4661;2014-09-08
4668;2014-09-08
4679;2014-09-08
4678;2014-09-08
4679;2014-09-08
4688;2014-09-08
4687;2014-09-08
4688;2014-09-08
4686;2014-09-08
4701;2014-09-08
4658;2014-09-08
4657;2014-09-08
4696;2014-09-08
4690;2014-09-08
4697;2014-09-08
4692;2014-09-09
4689;2014-09-09
4677;2014-09-09
4670;2014-09-09
4663;2014-09-09
4664;2014-09-09
4664;2014-09-09
4665;2014-09-09
4673;2014-09-09
4680;2014-09-09
4697;2014-09-09
4698;2014-09-09
4698;2014-09-09
4705;2014-09-09
4710;2014-09-09
4710;2014-09-09
4708;2014-09-09
4709;2014-09-09
4709;2014-09-09
4707;2014-09-09
4716;2014-09-09
4719;2014-09-09
4718;2014-09-09
4717;2014-09-09
4701;2014-09-10
4690;2014-09-10
4694;2014-09-10
4685;2014-09-10
4677;2014-09-10
4676;2014-09-10
4674;2014-09-10
4663;2014-09-10
4680;2014-09-10
4695;2014-09-10
4703;2014-09-10
4709;2014-09-10
4705;2014-09-10
4709;2014-09-10
4715;2014-09-10
4718;2014-09-10
4718;2014-09-10
4721;2014-09-10
4726;2014-09-10
4688;2014-09-10
4727;2014-09-10
4722;2014-09-10
4723;2014-09-10
4710;2014-09-10
4698;2014-09-11
4693;2014-09-11
4691;2014-09-11
4686;2014-09-11
4676;2014-09-11
4673;2014-09-11
4676;2014-09-11
4678;2014-09-11
4691;2014-09-11
